eventDate,paddockId,value,paddockSize
31/10/2014,925,2369,4.647761062
31/10/2014,926,1570,5.07119798
31/10/2014,927,2131,6.982018381
31/10/2014,883,1668,1.581501563
31/10/2014,873,1439,3.896162752
31/10/2014,863,2179,3.725488777
31/10/2014,862,1377,2.52104187
31/10/2014,852,2090,3.344493897
31/10/2014,889,2519,3.555629809
31/10/2014,890,2092,2.918525691
31/10/2014,919,1748,2.9301987
31/10/2014,868,2390,2.125117523
31/10/2014,944,1471,10.92204744
31/10/2014,922,1872,3.445599554
31/10/2014,928,2002,3.145816446
31/10/2014,929,1992,2.972386725
31/10/2014,930,1865,2.841997011
31/10/2014,860,2489,7.023859853
26/11/2014,874,2309,2.441244515
26/11/2014,875,3000,2.297550985
26/11/2014,876,2444,5.326136969
26/11/2014,878,2071,2.163398011
26/11/2014,883,1647,1.581501563
26/11/2014,884,1997,3.042695608
26/11/2014,885,2024,3.667713163
26/11/2014,886,2495,5.030044973
26/11/2014,888,2085,2.431555744
26/11/2014,889,2364,3.555629809
26/11/2014,890,1907,2.918525691
26/11/2014,891,1995,3.058411991
26/11/2014,892,2338,2.923051995
26/11/2014,893,2057,4.73814061
26/11/2014,897,1913,5.240167843
26/11/2014,904,1618,3.729966835
26/11/2014,907,1766,4.230977739
26/11/2014,909,1596,3.398476422
26/11/2014,910,1570,3.483488476
26/11/2014,912,1524,3.80418638
26/11/2014,913,2784,6.458700545
26/11/2014,916,1754,2.469693385
26/11/2014,917,1733,2.292311486
26/11/2014,918,2239,1.3796371
26/11/2014,919,2055,2.9301987
26/11/2014,921,2147,5.148090268
26/11/2014,853,1680,3.998670166
26/11/2014,855,1878,4.494255067
26/11/2014,862,1673,2.52104187
26/11/2014,863,2100,3.725488777
31/12/2014,856,3665,2.497542403
31/12/2014,855,2454,4.494255067
31/12/2014,862,1721,2.52104187
31/12/2014,863,3682,3.725488777
31/12/2014,920,2632,2.754501266
31/12/2014,921,2119,5.148090268
31/12/2014,923,1898,3.129891734
31/12/2014,912,1744,3.80418638
31/12/2014,913,3900,6.458700545
31/12/2014,915,4176,4.100257383
31/12/2014,916,2267,2.469693385
31/12/2014,903,1906,4.541210638
31/12/2014,888,2447,2.431555744
31/12/2014,889,2242,3.555629809
31/12/2014,890,2262,2.918525691
31/12/2014,891,2245,3.058411991
31/12/2014,892,3508,2.923051995
31/12/2014,893,2288,4.73814061
31/12/2014,883,1689,1.581501563
31/12/2014,884,1934,3.042695608
31/12/2014,885,2537,3.667713163
31/12/2014,886,2600,5.030044973
31/12/2014,875,2258,2.297550985
31/12/2014,876,2929,5.326136969
31/12/2014,878,2358,2.163398011
31/12/2014,881,3577,3.308539222
31/12/2014,865,2100,2.24654384
31/12/2014,868,2392,2.125117523
31/12/2014,874,2774,2.441244515
31/12/2014,909,1549,3.398476422
31/12/2014,910,1692,3.483488476
31/12/2014,880,3928,2.215764453
31/12/2014,860,3536,7.023859853
31/12/2014,854,3665,0.75227456
1/02/2015,874,2842,2.441244515
1/02/2015,940,2282,2.374920961
1/02/2015,941,2097,8.838684959
1/02/2015,865,2490,2.24654384
1/02/2015,876,2600,5.326136969
1/02/2015,875,2105,2.297550985
1/02/2015,884,1945,3.042695608
1/02/2015,886,2563,5.030044973
1/02/2015,887,2439,5.679840426
1/02/2015,893,2086,4.73814061
1/02/2015,885,1668,3.667713163
1/02/2015,878,2231,2.163398011
1/02/2015,879,1724,2.710477511
1/02/2015,877,1715,2.508964169
1/02/2015,882,1908,4.026138175
1/02/2015,872,1805,1.107588235
1/02/2015,881,2112,3.308539222
1/02/2015,880,2243,2.215764453
1/02/2015,888,2131,2.431555744
1/02/2015,891,2042,3.058411991
1/02/2015,892,2149,2.923051995
1/02/2015,920,2006,2.754501266
1/02/2015,900,1734,8.22600469
1/02/2015,897,2359,5.240167843
1/02/2015,853,2523,3.998670166
1/02/2015,904,2112,3.729966835
1/02/2015,856,2265,2.497542403
1/02/2015,855,2082,4.494255067
1/02/2015,916,2188,2.469693385
1/02/2015,915,1682,4.100257383
1/02/2015,910,1400,3.483488476
1/02/2015,913,1893,6.458700545
1/02/2015,921,2615,5.148090268
1/02/2015,923,2234,3.129891734
1/02/2015,933,1916,3.463323135
1/02/2015,932,2182,3.226488473
1/02/2015,931,2494,3.373327961
1/02/2015,935,2124,2.975802209
1/02/2015,936,2812,3.294614693
1/02/2015,937,1806,5.194722556
1/02/2015,938,2233,5.944417265
1/02/2015,939,2380,5.291838734
1/02/2015,903,1810,4.541210638
1/02/2015,924,1757,2.124841665
1/02/2015,925,2840,4.647761062
1/02/2015,926,2132,5.07119798
1/02/2015,863,1908,3.725488777
1/02/2015,862,2063,2.52104187
1/02/2015,852,2226,3.344493897
1/02/2015,889,2028,3.555629809
1/02/2015,890,2293,2.918525691
1/02/2015,868,2000,2.125117523
1/02/2015,944,1605,10.92204744
1/02/2015,928,2161,3.145816446
1/02/2015,929,2075,2.972386725
1/02/2015,930,2048,2.841997011
1/02/2015,860,2377,7.023859853
27/02/2015,860,2240,7.023859853
27/02/2015,930,2810,2.841997011
27/02/2015,929,2212,2.972386725
27/02/2015,928,2042,3.145816446
27/02/2015,944,1700,10.92204744
27/02/2015,868,2112,2.125117523
27/02/2015,919,2060,2.9301987
27/02/2015,890,2882,2.918525691
27/02/2015,889,2364,3.555629809
27/02/2015,852,2244,3.344493897
27/02/2015,862,2001,2.52104187
27/02/2015,863,2486,3.725488777
27/02/2015,883,2268,1.581501563
27/02/2015,926,1749,5.07119798
27/02/2015,925,2424,4.647761062
27/02/2015,924,3042,2.124841665
27/02/2015,903,1712,4.541210638
27/02/2015,939,2047,5.291838734
27/02/2015,938,2683,5.944417265
27/02/2015,937,1856,5.194722556
27/02/2015,936,2314,3.294614693
27/02/2015,935,2441,2.975802209
27/02/2015,931,2172,3.373327961
27/02/2015,932,2366,3.226488473
27/02/2015,933,2367,3.463323135
27/02/2015,923,2256,3.129891734
27/02/2015,921,2103,5.148090268
27/02/2015,913,2702,6.458700545
27/02/2015,910,1341,3.483488476
27/02/2015,909,1395,3.398476422
27/02/2015,915,1828,4.100257383
27/02/2015,916,2314,2.469693385
27/02/2015,855,1818,4.494255067
27/02/2015,856,2178,2.497542403
27/02/2015,904,1940,3.729966835
27/02/2015,853,1863,3.998670166
27/02/2015,897,1350,5.240167843
27/02/2015,900,1868,8.22600469
27/02/2015,902,2184,2.811245684
27/02/2015,901,2072,5.43063771
27/02/2015,920,2211,2.754501266
27/02/2015,907,1902,4.230977739
27/02/2015,896,2132,6.542587138
27/02/2015,895,1883,3.120765478
27/02/2015,908,2015,6.507007785
27/02/2015,892,2253,2.923051995
27/02/2015,891,2430,3.058411991
27/02/2015,888,2093,2.431555744
27/02/2015,880,1893,2.215764453
27/02/2015,881,2485,3.308539222
27/02/2015,872,2340,1.107588235
27/02/2015,882,2327,4.026138175
27/02/2015,877,1535,2.508964169
27/02/2015,879,3159,2.710477511
27/02/2015,878,2323,2.163398011
27/02/2015,885,2821,3.667713163
27/02/2015,893,2341,4.73814061
27/02/2015,887,2529,5.679840426
27/02/2015,886,2557,5.030044973
27/02/2015,884,2645,3.042695608
27/02/2015,875,2105,2.297550985
27/02/2015,876,2363,5.326136969
27/02/2015,865,2096,2.24654384
27/02/2015,941,1628,8.838684959
27/02/2015,945,2056,7.274207882
27/02/2015,940,1664,2.374920961
27/02/2015,874,2706,2.441244515
31/03/2015,919,2026,2.9301987
31/03/2015,907,2197,4.230977739
31/03/2015,901,1672,5.43063771
31/03/2015,860,2264,7.023859853
31/03/2015,896,1969,6.542587138
31/03/2015,874,2646,2.441244515
31/03/2015,940,2166,2.374920961
31/03/2015,945,2113,7.274207882
31/03/2015,941,1933,8.838684959
31/03/2015,865,2272,2.24654384
31/03/2015,876,1816,5.326136969
31/03/2015,875,2843,2.297550985
31/03/2015,884,2965,3.042695608
31/03/2015,886,2505,5.030044973
31/03/2015,887,2230,5.679840426
31/03/2015,893,2840,4.73814061
31/03/2015,885,3321,3.667713163
31/03/2015,878,2117,2.163398011
31/03/2015,879,2235,2.710477511
31/03/2015,877,2169,2.508964169
31/03/2015,882,2196,4.026138175
31/03/2015,872,2452,1.107588235
31/03/2015,881,2342,3.308539222
31/03/2015,880,3293,2.215764453
31/03/2015,888,1840,2.431555744
31/03/2015,891,2309,3.058411991
31/03/2015,892,2957,2.923051995
31/03/2015,894,1653,8.903115776
31/03/2015,908,1800,6.507007785
31/03/2015,895,1668,3.120765478
31/03/2015,920,2287,2.754501266
31/03/2015,902,1889,2.811245684
31/03/2015,900,1889,8.22600469
31/03/2015,897,1674,5.240167843
31/03/2015,898,2330,10.10182421
31/03/2015,853,1896,3.998670166
31/03/2015,904,1711,3.729966835
31/03/2015,856,2470,2.497542403
31/03/2015,855,1745,4.494255067
31/03/2015,916,1983,2.469693385
31/03/2015,915,1906,4.100257383
31/03/2015,909,1606,3.398476422
31/03/2015,910,1780,3.483488476
31/03/2015,913,2573,6.458700545
31/03/2015,921,2406,5.148090268
31/03/2015,923,1931,3.129891734
31/03/2015,933,2081,3.463323135
31/03/2015,932,1986,3.226488473
31/03/2015,931,2134,3.373327961
31/03/2015,934,1752,3.058029825
31/03/2015,935,2299,2.975802209
31/03/2015,936,2695,3.294614693
31/03/2015,937,1846,5.194722556
31/03/2015,938,2350,5.944417265
31/03/2015,939,2208,5.291838734
31/03/2015,903,1906,4.541210638
31/03/2015,924,2470,2.124841665
31/03/2015,925,2631,4.647761062
31/03/2015,926,1919,5.07119798
31/03/2015,927,2004,6.982018381
31/03/2015,883,2521,1.581501563
31/03/2015,873,2928,3.896162752
31/03/2015,863,2344,3.725488777
31/03/2015,862,2563,2.52104187
31/03/2015,852,1925,3.344493897
31/03/2015,889,2247,3.555629809
31/03/2015,890,2079,2.918525691
31/03/2015,868,2603,2.125117523
31/03/2015,944,2113,10.92204744
31/03/2015,922,1404,3.445599554
31/03/2015,928,2047,3.145816446
31/03/2015,929,2390,2.972386725
31/03/2015,930,1901,2.841997011
30/04/2015,882,1898,4.026138175
30/04/2015,915,1756,4.100257383
30/04/2015,909,1578,3.398476422
30/04/2015,910,1622,3.483488476
30/04/2015,913,2210,6.458700545
30/04/2015,921,1689,5.148090268
30/04/2015,923,1971,3.129891734
30/04/2015,933,1771,3.463323135
30/04/2015,932,1798,3.226488473
30/04/2015,931,1895,3.373327961
30/04/2015,934,1868,3.058029825
30/04/2015,935,1701,2.975802209
30/04/2015,936,2028,3.294614693
30/04/2015,937,1866,5.194722556
30/04/2015,938,1896,5.944417265
30/04/2015,939,2029,5.291838734
30/04/2015,903,1455,4.541210638
30/04/2015,924,2045,2.124841665
30/04/2015,925,1700,4.647761062
30/04/2015,926,2145,5.07119798
30/04/2015,927,1779,6.982018381
30/04/2015,883,2831,1.581501563
30/04/2015,873,1799,3.896162752
30/04/2015,863,1929,3.725488777
30/04/2015,862,1471,2.52104187
30/04/2015,852,1938,3.344493897
30/04/2015,889,1752,3.555629809
30/04/2015,890,1677,2.918525691
30/04/2015,919,3091,2.9301987
30/04/2015,868,3174,2.125117523
30/04/2015,944,1579,10.92204744
30/04/2015,922,2025,3.445599554
30/04/2015,928,1768,3.145816446
30/04/2015,877,1817,2.508964169
30/04/2015,879,2261,2.710477511
30/04/2015,878,1972,2.163398011
30/04/2015,885,2480,3.667713163
30/04/2015,893,2480,4.73814061
30/04/2015,887,1673,5.679840426
30/04/2015,886,2439,5.030044973
30/04/2015,884,2820,3.042695608
30/04/2015,875,2074,2.297550985
30/04/2015,876,1603,5.326136969
30/04/2015,865,2412,2.24654384
30/04/2015,941,1571,8.838684959
30/04/2015,945,1936,7.274207882
30/04/2015,940,1901,2.374920961
30/04/2015,874,2246,2.441244515
30/04/2015,881,1897,3.308539222
30/04/2015,880,1790,2.215764453
30/04/2015,888,1671,2.431555744
30/04/2015,891,1919,3.058411991
30/04/2015,892,2163,2.923051995
30/04/2015,894,1446,8.903115776
30/04/2015,908,1871,6.507007785
30/04/2015,895,1821,3.120765478
30/04/2015,896,1560,6.542587138
30/04/2015,907,2743,4.230977739
30/04/2015,920,2969,2.754501266
30/04/2015,901,1581,5.43063771
30/04/2015,902,2103,2.811245684
30/04/2015,900,1382,8.22600469
30/04/2015,897,1548,5.240167843
30/04/2015,898,1826,10.10182421
30/04/2015,853,1569,3.998670166
30/04/2015,904,1455,3.729966835
30/04/2015,856,2012,2.497542403
30/04/2015,855,1640,4.494255067
30/04/2015,916,1743,2.469693385
30/04/2015,929,2108,2.972386725
30/04/2015,930,2062,2.841997011
30/04/2015,860,2978,7.023859853
31/05/2015,897,1292,5.240167843
31/05/2015,863,1590,3.725488777
31/05/2015,862,1645,2.52104187
31/05/2015,852,2082,3.344493897
31/05/2015,889,1372,3.555629809
31/05/2015,890,1252,2.918525691
31/05/2015,919,202,2.9301987
31/05/2015,868,1302,2.125117523
31/05/2015,905,2204,4.382879075
31/05/2015,944,1182,10.92204744
31/05/2015,922,1603,3.445599554
31/05/2015,928,1479,3.145816446
31/05/2015,929,1611,2.972386725
31/05/2015,930,1477,2.841997011
31/05/2015,860,2728,7.023859853
31/05/2015,898,1733,10.10182421
31/05/2015,853,1379,3.998670166
31/05/2015,904,1207,3.729966835
31/05/2015,856,1516,2.497542403
31/05/2015,855,1153,4.494255067
31/05/2015,912,1743,3.80418638
31/05/2015,916,1244,2.469693385
31/05/2015,915,1432,4.100257383
31/05/2015,909,1234,3.398476422
31/05/2015,910,1238,3.483488476
31/05/2015,913,1683,6.458700545
31/05/2015,921,1583,5.148090268
31/05/2015,923,1444,3.129891734
31/05/2015,933,1419,3.463323135
31/05/2015,932,1776,3.226488473
31/05/2015,931,1672,3.373327961
31/05/2015,934,1837,3.058029825
31/05/2015,935,1893,2.975802209
31/05/2015,936,1355,3.294614693
31/05/2015,937,1152,5.194722556
31/05/2015,938,1587,5.944417265
31/05/2015,939,1739,5.291838734
31/05/2015,903,1329,4.541210638
31/05/2015,924,2273,2.124841665
31/05/2015,925,1529,4.647761062
31/05/2015,878,1429,2.163398011
31/05/2015,879,1640,2.710477511
31/05/2015,877,1233,2.508964169
31/05/2015,882,1425,4.026138175
31/05/2015,872,2037,1.107588235
31/05/2015,881,1355,3.308539222
31/05/2015,888,1202,2.431555744
31/05/2015,891,1267,3.058411991
31/05/2015,892,1364,2.923051995
31/05/2015,894,1198,8.903115776
31/05/2015,908,1479,6.507007785
31/05/2015,895,1315,3.120765478
31/05/2015,896,1080,6.542587138
31/05/2015,907,1566,4.230977739
31/05/2015,920,1153,2.754501266
31/05/2015,901,1394,5.43063771
31/05/2015,902,1452,2.811245684
31/05/2015,900,1442,8.22600469
31/05/2015,880,1653,2.215764453
31/05/2015,874,1110,2.441244515
31/05/2015,940,1444,2.374920961
31/05/2015,945,1627,7.274207882
31/05/2015,941,1345,8.838684959
31/05/2015,865,1793,2.24654384
31/05/2015,876,1323,5.326136969
31/05/2015,875,1399,2.297550985
31/05/2015,884,1583,3.042695608
31/05/2015,886,1427,5.030044973
31/05/2015,887,1343,5.679840426
31/05/2015,893,1568,4.73814061
31/05/2015,885,1910,3.667713163
31/05/2015,926,1973,5.07119798
31/05/2015,927,1690,6.982018381
31/05/2015,883,1422,1.581501563
31/05/2015,873,1282,3.896162752
16/06/2015,882,1569,4.026138175
16/06/2015,865,1834,2.24654384
16/06/2015,875,1427,2.297550985
16/06/2015,884,1146,3.042695608
16/06/2015,886,1357,5.030044973
16/06/2015,887,1476,5.679840426
16/06/2015,893,1429,4.73814061
16/06/2015,885,1684,3.667713163
16/06/2015,878,1320,2.163398011
16/06/2015,879,1572,2.710477511
16/06/2015,877,1280,2.508964169
16/06/2015,872,1769,1.107588235
16/06/2015,881,1323,3.308539222
16/06/2015,880,1267,2.215764453
16/06/2015,888,1188,2.431555744
16/06/2015,891,1250,3.058411991
16/06/2015,892,1421,2.923051995
16/06/2015,894,1315,8.903115776
16/06/2015,883,1256,1.581501563
16/06/2015,863,1594,3.725488777
16/06/2015,862,1591,2.52104187
16/06/2015,889,1292,3.555629809
16/06/2015,890,1284,2.918525691
16/06/2015,874,1439,2.441244515
16/06/2015,876,1394,5.326136969
16/06/2015,882,1569,4.026138175
16/06/2015,865,1834,2.24654384
16/06/2015,875,1427,2.297550985
16/06/2015,884,1146,3.042695608
16/06/2015,886,1357,5.030044973
16/06/2015,887,1476,5.679840426
16/06/2015,893,1429,4.73814061
16/06/2015,885,1684,3.667713163
16/06/2015,878,1320,2.163398011
16/06/2015,879,1572,2.710477511
16/06/2015,877,1280,2.508964169
16/06/2015,872,1769,1.107588235
16/06/2015,881,1323,3.308539222
16/06/2015,880,1267,2.215764453
16/06/2015,888,1188,2.431555744
16/06/2015,891,1250,3.058411991
16/06/2015,892,1421,2.923051995
16/06/2015,894,1315,8.903115776
16/06/2015,883,1256,1.581501563
16/06/2015,863,1594,3.725488777
16/06/2015,862,1591,2.52104187
16/06/2015,889,1292,3.555629809
16/06/2015,890,1284,2.918525691
1/07/2015,900,1038,8.22600469
1/07/2015,887,1192,5.679840426
1/07/2015,888,945,2.431555744
1/07/2015,889,993,3.555629809
1/07/2015,890,936,2.918525691
1/07/2015,891,924,3.058411991
1/07/2015,892,818,2.923051995
1/07/2015,881,1102,3.308539222
1/07/2015,882,1212,4.026138175
1/07/2015,883,1020,1.581501563
1/07/2015,884,978,3.042695608
1/07/2015,885,1355,3.667713163
1/07/2015,886,907,5.030044973
1/07/2015,874,1092,2.441244515
1/07/2015,875,1028,2.297550985
1/07/2015,876,1121,5.326136969
1/07/2015,877,1139,2.508964169
1/07/2015,878,1095,2.163398011
1/07/2015,879,1106,2.710477511
1/07/2015,863,1218,3.725488777
1/07/2015,865,1144,2.24654384
1/07/2015,868,1817,2.125117523
1/07/2015,872,1339,1.107588235
1/07/2015,873,1113,3.896162752
1/07/2015,910,1175,3.483488476
1/07/2015,924,2273,2.124841665
1/07/2015,880,1104,2.215764453
1/07/2015,898,1733,10.10182421
1/07/2015,909,1234,3.398476422
1/07/2015,860,1361,7.023859853
1/07/2015,856,970,2.497542403
1/07/2015,852,1414,3.344493897
1/07/2015,853,1420,3.998670166
1/07/2015,855,1322,4.494255067
1/07/2015,862,1176,2.52104187
1/07/2015,945,1439,7.274207882
1/07/2015,937,1221,5.194722556
1/07/2015,938,1470,5.944417265
1/07/2015,939,1282,5.291838734
1/07/2015,940,1036,2.374920961
1/07/2015,941,1557,8.838684959
1/07/2015,944,1604,10.92204744
1/07/2015,931,1399,3.373327961
1/07/2015,932,1580,3.226488473
1/07/2015,933,1469,3.463323135
1/07/2015,934,1616,3.058029825
1/07/2015,935,1257,2.975802209
1/07/2015,936,1170,3.294614693
1/07/2015,925,1529,4.647761062
1/07/2015,926,1973,5.07119798
1/07/2015,927,1690,6.982018381
1/07/2015,928,1355,3.145816446
1/07/2015,929,1482,2.972386725
1/07/2015,930,1350,2.841997011
1/07/2015,919,1890,2.9301987
1/07/2015,920,1321,2.754501266
1/07/2015,921,1346,5.148090268
1/07/2015,922,1762,3.445599554
1/07/2015,923,1324,3.129891734
1/07/2015,908,1479,6.507007785
1/07/2015,913,1379,6.458700545
1/07/2015,915,1196,4.100257383
1/07/2015,916,1210,2.469693385
1/07/2015,901,1348,5.43063771
1/07/2015,902,1402,2.811245684
1/07/2015,903,1039,4.541210638
1/07/2015,904,1250,3.729966835
1/07/2015,905,2204,4.382879075
1/07/2015,907,1660,4.230977739
1/07/2015,893,1272,4.73814061
1/07/2015,894,1012,8.903115776
1/07/2015,895,1145,3.120765478
1/07/2015,896,1215,6.542587138
1/07/2015,897,1179,5.240167843
30/07/2015,860,1047,7.023859853
30/07/2015,856,1061,2.497542403
30/07/2015,880,1109,2.215764453
30/07/2015,898,1733,10.10182421
30/07/2015,909,687,3.398476422
30/07/2015,910,1072,3.483488476
30/07/2015,924,1212,2.124841665
30/07/2015,852,1464,3.344493897
30/07/2015,940,1288,2.374920961
30/07/2015,944,1400,10.92204744
30/07/2015,945,1392,7.274207882
30/07/2015,926,1239,5.07119798
30/07/2015,913,1227,6.458700545
30/07/2015,887,1121,5.679840426
30/07/2015,888,937,2.431555744
30/07/2015,889,855,3.555629809
30/07/2015,890,939,2.918525691
30/07/2015,892,989,2.923051995
30/07/2015,878,1085,2.163398011
30/07/2015,883,1042,1.581501563
30/07/2015,884,1180,3.042695608
30/07/2015,885,1199,3.667713163
30/07/2015,874,1058,2.441244515
30/07/2015,876,1149,5.326136969
30/07/2015,863,1050,3.725488777
30/07/2015,915,1038,4.100257383
30/07/2015,891,1031,3.058411991
30/07/2015,873,1256,3.896162752
30/07/2015,908,1479,6.507007785
30/07/2015,895,1059,3.120765478
30/07/2015,921,1062,5.148090268
30/07/2015,930,1181,2.841997011
30/07/2015,923,1324,3.129891734
30/07/2015,920,1436,2.754501266
30/07/2015,868,1505,2.125117523
30/07/2015,865,1217,2.24654384
30/07/2015,900,1126,8.22600469
30/07/2015,901,1150,5.43063771
30/07/2015,902,1192,2.811245684
30/07/2015,903,982,4.541210638
30/07/2015,904,1214,3.729966835
30/07/2015,896,1105,6.542587138
30/07/2015,897,1146,5.240167843
30/07/2015,853,1058,3.998670166
30/07/2015,855,1040,4.494255067
30/07/2015,939,1142,5.291838734
30/07/2015,881,983,3.308539222
30/07/2015,907,1434,4.230977739
30/07/2015,919,1301,2.9301987
30/07/2015,894,1127,8.903115776
30/07/2015,927,1442,6.982018381
30/07/2015,916,910,2.469693385
30/07/2015,875,574,2.297550985
30/07/2015,934,1462,3.058029825
30/07/2015,922,1398,3.445599554
30/07/2015,893,1215,4.73814061
30/07/2015,882,1162,4.026138175
30/07/2015,879,968,2.710477511
30/07/2015,886,1055,5.030044973
30/07/2015,877,910,2.508964169
30/07/2015,872,1070,1.107588235
30/07/2015,862,1209,2.52104187
17/08/2015,874,973,2.441244515
17/08/2015,876,995,5.326136969
17/08/2015,875,966,2.297550985
17/08/2015,884,950,3.042695608
17/08/2015,886,902,5.030044973
17/08/2015,893,1081,4.73814061
17/08/2015,885,1058,3.667713163
17/08/2015,878,881,2.163398011
17/08/2015,879,973,2.710477511
17/08/2015,877,910,2.508964169
17/08/2015,882,1086,4.026138175
17/08/2015,881,869,3.308539222
17/08/2015,880,964,2.215764453
17/08/2015,888,954,2.431555744
17/08/2015,891,931,3.058411991
17/08/2015,892,935,2.923051995
17/08/2015,883,1072,1.581501563
17/08/2015,863,814,3.725488777
17/08/2015,862,961,2.52104187
